date,FL152000005.Q,FL152010005.Q,LM155035005.Q,LM155035015.Q,LM165035005.Q,FL165015205.Q,FL165013765.Q,FL155111005.Q,FL154090005.Q,FL153091003.Q,FL153020005.Q,FL153030005.Q,FL153034005.Q,FL154022005.Q,FL153061105.Q,FL153061705.Q,FL153062005.Q,FL153063005.Q,FL154023005.Q,FL153069005.Q,FL153065005.Q,FL163066223.Q,LM153064105.Q,LM153064205.Q,FL163070005.Q,FL153040005.Q,FL153050005.Q,FL152090205.Q,FL153090005.Q,FL154190005.Q,FL163162003.Q,FL154123005.Q,FL153165105.Q,FL153166000.Q,FL153168005.Q,FL153169005.Q,FL163165505.Q,FL163170005.Q,FL543077073.Q,FL152090005.Q,FL893131573.Q,FL154023205.Q,LM154023223.Q,FL154023213.Q,FL155012605.Q,FL155012665.Q,FL165012665.Q,FL165013665.Q,FA156012005.Q,FL152090006.Q,FL155035065.Q,FL155035066.Q
1986:Q1,18114912.00,6911029.00,5440609.00,4790208.00,650401.00,51159.00,17057.00,1402204.00,11203883.00,7952.00,354430.00,2123204.00,217307.00,772900.00,253765.00,17655.00,397674.00,103806.00,167507.00,52392.00,115115.00,0.00,1390552.00,275257.00,0.00,268266.00,2932177.00,2543411.00,150920.00,2386674.00,78698.00,2267971.00,1476952.00,606799.00,18298.00,125798.00,40124.00,25037.00,14968.00,15728238.00,263000.00,ND,ND,ND,3193975.00,3108292.00,85683.00,359043.00,3232174.00,486.61,3313256.00,69.17
1986:Q2,18547666.00,7079927.00,5574262.00,4914668.00,659594.00,52297.00,17420.00,1435948.00,11467739.00,8126.00,387740.00,2138249.00,226527.00,787678.00,234353.00,21634.00,411501.00,120190.00,161641.00,46306.00,115335.00,0.00,1452430.00,312493.00,0.00,272862.00,3000819.00,2563387.00,155787.00,2454187.00,78393.00,2335640.00,1525857.00,627891.00,12210.00,126441.00,43241.00,25606.00,14548.00,16093479.00,285000.00,ND,ND,ND,3253103.00,3166046.00,87057.00,364511.00,3271242.00,491.97,3388811.00,68.95
1986:Q3,18771787.00,7257929.00,5704176.00,5035136.00,669040.00,53403.00,17745.00,1482605.00,11513858.00,8447.00,407128.00,2168199.00,243381.00,789176.00,257772.00,22949.00,397867.00,110588.00,162446.00,49510.00,112936.00,0.00,1317074.00,338139.00,0.00,277435.00,3042792.00,2597813.00,161828.00,2538893.00,79199.00,2419584.00,1587994.00,649888.00,6335.00,129755.00,45612.00,25981.00,14129.00,16232894.00,307000.00,ND,ND,ND,3323044.00,3234337.00,88707.00,369598.00,3311167.00,490.25,3447142.00,68.46
1986:Q4,19412190.00,7422348.00,5827688.00,5149189.00,678499.00,54289.00,18069.00,1522302.00,11989842.00,8753.00,461922.00,2213135.00,236701.00,820897.00,271219.00,23654.00,411316.00,114708.00,171599.00,58997.00,112602.00,0.00,1495169.00,375743.00,0.00,282599.00,3130169.00,2625715.00,167440.00,2627366.00,78372.00,2508520.00,1649024.00,666355.00,17485.00,132416.00,43240.00,26589.00,13885.00,16784824.00,329000.00,ND,ND,ND,3387868.00,3297658.00,90210.00,374962.00,3336948.00,503.00,3500165.00,67.98
1987:Q1,20078376.00,7585710.00,5957735.00,5272630.00,685105.00,55365.00,18524.00,1554086.00,12492666.00,8687.00,426032.00,2220189.00,246898.00,843852.00,252342.00,23136.00,435220.00,133154.00,172468.00,54184.00,118284.00,0.00,1768928.00,453009.00,0.00,289604.00,3230888.00,2657043.00,175068.00,2634844.00,78339.00,2513240.00,1681564.00,644317.00,15274.00,126023.00,46062.00,29412.00,13853.00,17443532.00,347750.00,ND,ND,ND,3452307.00,3360949.00,91358.00,378870.00,3400408.00,512.98,3591066.00,68.11
1987:Q2,20457151.00,7755342.00,6091738.00,5398707.00,693031.00,56213.00,19002.00,1588389.00,12701809.00,8525.00,440034.00,2254896.00,242700.00,910442.00,273256.00,23892.00,465178.00,148116.00,170858.00,52488.00,118370.00,0.00,1756493.00,458493.00,0.00,295990.00,3305455.00,2675706.00,182217.00,2725924.00,78188.00,2603511.00,1752706.00,660313.00,13986.00,129548.00,46958.00,30032.00,14193.00,17731227.00,366500.00,ND,ND,ND,3508261.00,3415991.00,92270.00,384298.00,3399480.00,521.59,3646001.00,67.53
1987:Q3,20950018.00,7919103.00,6217409.00,5515824.00,701585.00,57089.00,19498.00,1625107.00,13030915.00,8400.00,446119.00,2290364.00,246380.00,978023.00,290133.00,29075.00,493301.00,165514.00,171409.00,53155.00,118254.00,0.00,1837446.00,458924.00,0.00,303304.00,3406832.00,2694771.00,188943.00,2802776.00,77948.00,2680189.00,1802929.00,679637.00,19189.00,131715.00,46719.00,30136.00,14503.00,18147242.00,385250.00,ND,ND,ND,3566822.00,3473575.00,93247.00,390342.00,3493721.00,519.42,3712895.00,67.31
1987:Q4,20848956.00,8040295.00,6308877.00,5596311.00,712566.00,58600.00,20155.00,1652663.00,12808661.00,9759.00,460886.00,2352184.00,258281.00,1001565.00,312806.00,35600.00,520819.00,132340.00,158917.00,41088.00,117829.00,0.00,1472855.00,397429.00,51818.00,307540.00,3402424.00,2739223.00,195779.00,2851383.00,78073.00,2714989.00,1828608.00,698640.00,17870.00,116120.00,53751.00,43228.00,15093.00,17997573.00,404000.00,ND,ND,ND,3628466.00,3534170.00,94296.00,398166.00,3571504.00,503.92,3767703.00,67.32
1988:Q1,21365297.00,8208166.00,6447394.00,5721626.00,725768.00,59722.00,20957.00,1680093.00,13157131.00,9724.00,447321.00,2417033.00,285569.00,1004330.00,313549.00,31458.00,527164.00,132159.00,160915.00,42938.00,117977.00,0.00,1573991.00,414777.00,52512.00,313734.00,3491230.00,2785490.00,200504.00,2892852.00,78178.00,2755844.00,1875598.00,693732.00,16412.00,114308.00,55794.00,43867.00,14963.00,18472445.00,420000.00,ND,ND,ND,3685709.00,3590613.00,95096.00,405526.00,3651711.00,505.86,3846028.00,67.22
1988:Q2,21853916.00,8425281.00,6623811.00,5887024.00,736787.00,60752.00,21698.00,1719020.00,13428635.00,10130.00,451740.00,2451709.00,265091.00,1044831.00,343266.00,27195.00,543377.00,130993.00,163831.00,45369.00,118462.00,0.00,1651625.00,420442.00,53230.00,321119.00,3569114.00,2820877.00,204896.00,2979644.00,78285.00,2841802.00,1942104.00,710128.00,17010.00,115451.00,57109.00,44534.00,15023.00,18874272.00,436000.00,ND,ND,ND,3750512.00,3654437.00,96075.00,410792.00,3729950.00,506.02,3944920.00,67.01
1988:Q3,22223852.00,8597051.00,6754636.00,6007231.00,747405.00,61711.00,22344.00,1758360.00,13626801.00,10318.00,446560.00,2494640.00,267532.00,1098745.00,369612.00,31824.00,567505.00,129804.00,164300.00,45082.00,119218.00,0.00,1661135.00,414755.00,53960.00,327380.00,3627437.00,2849671.00,210368.00,3058591.00,78989.00,2919214.00,1999589.00,725838.00,18247.00,117116.00,58424.00,45201.00,15187.00,19165261.00,452000.00,ND,ND,ND,3809134.00,3712248.00,96886.00,416015.00,3812279.00,502.72,4007642.00,66.71
1988:Q4,22785622.00,8763201.00,6876569.00,6116929.00,759640.00,63306.00,23020.00,1800306.00,14022421.00,10708.00,460490.00,2537955.00,275892.00,1204559.00,398038.00,55224.00,590828.00,160469.00,165390.00,45072.00,120318.00,0.00,1766266.00,411389.00,54690.00,335651.00,3701028.00,2881666.00,216737.00,3136762.00,79564.00,2995812.00,2054832.00,745206.00,18250.00,119192.00,58332.00,45844.00,15542.00,19648860.00,468000.00,ND,ND,ND,3877710.00,3779772.00,97938.00,421663.00,3887677.00,505.41,4062097.00,66.41
1989:Q1,23262865.00,8925252.00,7000829.00,6230618.00,770211.00,64582.00,23763.00,1836078.00,14337613.00,11153.00,442534.00,2561400.00,303008.00,1247704.00,414208.00,51898.00,591150.00,190448.00,167247.00,46446.00,120801.00,0.00,1843660.00,418600.00,56157.00,339423.00,3802487.00,2923952.00,220288.00,3173479.00,79271.00,3028828.00,2088877.00,753193.00,15443.00,110759.00,60556.00,49930.00,15450.00,20089386.00,487500.00,ND,ND,ND,3936854.00,3838296.00,98558.00,427633.00,3979809.00,504.78,4141741.00,66.47
1989:Q2,23754624.00,9092804.00,7138499.00,6355818.00,782681.00,65726.00,24518.00,1864061.00,14661820.00,11032.00,438265.00,2564572.00,320537.00,1256114.00,429282.00,41142.00,593906.00,191784.00,175460.00,52363.00,123097.00,0.00,1942620.00,448276.00,57664.00,348088.00,3915949.00,2959104.00,224139.00,3259199.00,79517.00,3110075.00,2146493.00,769617.00,14505.00,117186.00,62274.00,54042.00,15565.00,20495425.00,507000.00,ND,ND,ND,4017367.00,3917644.00,99723.00,435008.00,4020952.00,509.72,4209325.00,66.23
1989:Q3,24386469.00,9325873.00,7337164.00,6544347.00,792817.00,67212.00,25257.00,1896240.00,15060596.00,11268.00,434487.00,2595361.00,352356.00,1290345.00,434076.00,52852.00,605579.00,197838.00,169662.00,44210.00,125452.00,0.00,2098103.00,468889.00,59175.00,353884.00,4026067.00,2971984.00,229015.00,3338894.00,80471.00,3184536.00,2210690.00,784207.00,8084.00,117728.00,63827.00,58194.00,15693.00,21047575.00,526500.00,ND,ND,ND,4059875.00,3959897.00,99978.00,440903.00,4071453.00,516.95,4333657.00,66.22
1989:Q4,24834722.00,9464624.00,7444347.00,6641143.00,803204.00,68558.00,26054.00,1925665.00,15370098.00,11874.00,462190.00,2623530.00,350131.00,1297514.00,399863.00,78611.00,619514.00,199526.00,183580.00,55265.00,128315.00,0.00,2177525.00,461721.00,60646.00,365250.00,4141760.00,3000525.00,233853.00,3421964.00,82715.00,3260516.00,2260115.00,809285.00,8705.00,116857.00,65554.00,62362.00,16371.00,21412758.00,546000.00,ND,ND,ND,4118147.00,4017529.00,100618.00,446660.00,4136348.00,517.67,4381028.00,65.97
1990:Q1,25008205.00,9601705.00,7537820.00,6744813.00,793007.00,70033.00,26812.00,1967040.00,15406500.00,11755.00,445751.00,2639199.00,377132.00,1342307.00,421110.00,87665.00,634998.00,198534.00,182283.00,50720.00,131563.00,0.00,2054436.00,455405.00,62118.00,371326.00,4205873.00,3016386.00,242529.00,3480742.00,82882.00,3316763.00,2334912.00,792320.00,1295.00,120950.00,67286.00,65086.00,16011.00,21527463.00,568750.00,ND,ND,ND,4178068.00,4076507.00,101561.00,452681.00,4230723.00,508.84,4409901.00,65.38
1990:Q2,25314535.00,9664082.00,7572877.00,6781087.00,791790.00,71145.00,27607.00,1992453.00,15650453.00,12312.00,454551.00,2635181.00,358251.00,1387238.00,429271.00,102295.00,649028.00,206644.00,186507.00,52388.00,134119.00,0.00,2127841.00,478148.00,63560.00,379254.00,4297143.00,3026236.00,244231.00,3554538.00,83695.00,3386979.00,2395411.00,798712.00,1994.00,122017.00,68845.00,67842.00,16022.00,21759998.00,591500.00,ND,ND,ND,4221106.00,4119000.00,102106.00,458114.00,4294345.00,506.71,4385676.00,64.68
1990:Q3,25149123.00,9736619.00,7619354.00,6826149.00,793205.00,72648.00,28399.00,2016218.00,15412504.00,12949.00,448550.00,2650585.00,380208.00,1450244.00,475500.00,113162.00,651675.00,209907.00,192217.00,55360.00,136857.00,0.00,1762010.00,438932.00,65016.00,385289.00,4332902.00,3044461.00,249142.00,3627712.00,84265.00,3456838.00,2446737.00,812302.00,10161.00,117052.00,70586.00,70637.00,15972.00,21521411.00,614250.00,ND,ND,ND,4260878.00,4158287.00,102591.00,464158.00,4349917.00,494.75,4379412.00,64.16
1990:Q4,25664546.00,9746913.00,7604464.00,6810814.00,793650.00,74319.00,29027.00,2039103.00,15917633.00,13427.00,450651.00,2673578.00,389054.00,1535570.00,509197.00,121823.00,655388.00,249162.00,204085.00,64851.00,139234.00,0.00,1981360.00,465940.00,66517.00,391738.00,4435277.00,3056631.00,253804.00,3692159.00,85694.00,3516562.00,2489255.00,824391.00,9592.00,120472.00,72852.00,73444.00,16459.00,21972386.00,637000.00,ND,ND,ND,4286768.00,4184007.00,102761.00,469016.00,4372030.00,502.57,4321559.00,63.45
1991:Q1,26301588.00,9815784.00,7642047.00,6851413.00,790634.00,75982.00,29954.00,2067801.00,16485804.00,13959.00,470891.00,2682465.00,440686.00,1518891.00,508226.00,98201.00,651168.00,261296.00,203722.00,63362.00,140360.00,0.00,2319065.00,503361.00,67512.00,398407.00,4545074.00,3066122.00,255650.00,3704249.00,85495.00,3526755.00,2529152.00,802207.00,-1415.00,121779.00,75032.00,75668.00,16331.00,22597339.00,671750.00,ND,ND,ND,4313688.00,4210977.00,102711.00,476539.00,4403035.00,513.22,4322261.00,63.09
1991:Q2,26389837.00,9866588.00,7675219.00,6888354.00,786865.00,76826.00,30859.00,2083684.00,16523249.00,13957.00,469877.00,2630930.00,413317.00,1566446.00,519349.00,102634.00,671909.00,272554.00,203332.00,61121.00,142211.00,0.00,2287419.00,524550.00,68554.00,407093.00,4626410.00,3053342.00,258023.00,3775069.00,86925.00,3594107.00,2590113.00,801306.00,2413.00,123048.00,77227.00,77933.00,16104.00,22614768.00,706500.00,ND,ND,ND,4348669.00,4245850.00,102819.00,480541.00,4457005.00,507.40,4298241.00,62.40
1991:Q3,26690523.00,9898910.00,7686049.00,6918515.00,767534.00,77695.00,31744.00,2103422.00,16791613.00,14409.00,472451.00,2611030.00,404167.00,1572751.00,524729.00,103846.00,686731.00,257445.00,215491.00,72634.00,142857.00,0.00,2428254.00,572077.00,69616.00,411776.00,4730091.00,3029072.00,260429.00,3826321.00,89027.00,3641194.00,2613968.00,802500.00,12142.00,133160.00,79424.00,80225.00,15875.00,22864203.00,741250.00,ND,ND,ND,4387966.00,4284976.00,102990.00,483236.00,4503441.00,507.71,4304547.00,62.22
1991:Q4,27347360.00,9957796.00,7729317.00,6980092.00,749225.00,78767.00,32339.00,2117373.00,17389564.00,14565.00,505030.00,2591258.00,407034.00,1563743.00,523066.00,104808.00,687041.00,248828.00,236591.00,95461.00,141130.00,0.00,2822437.00,633019.00,70661.00,418577.00,4846523.00,3015600.00,264525.00,3904177.00,89511.00,3716428.00,2667356.00,815581.00,7740.00,144143.00,81608.00,82501.00,15737.00,23443183.00,776000.00,ND,ND,ND,4385920.00,4283718.00,102202.00,481217.00,4574456.00,512.48,4312736.00,61.79
1992:Q1,27428617.00,10056619.00,7811433.00,7073662.00,737771.00,80073.00,33006.00,2132107.00,17371998.00,14566.00,516390.00,2455799.00,425846.00,1627158.00,562589.00,115785.00,688205.00,260579.00,218125.00,78454.00,139671.00,0.00,2727671.00,656459.00,71280.00,425606.00,4938007.00,3026397.00,268694.00,3918367.00,90587.00,3728431.00,2707721.00,793353.00,3291.00,140791.00,83275.00,83676.00,15673.00,23510250.00,800250.00,ND,ND,ND,4403887.00,4302235.00,101652.00,484639.00,4701352.00,500.07,4365941.00,61.72
1992:Q2,27561256.00,10099621.00,7831550.00,7105873.00,725677.00,80954.00,33999.00,2153118.00,17461635.00,14953.00,528123.00,2447963.00,409010.00,1611630.00,569243.00,101561.00,677795.00,263032.00,225013.00,86900.00,138113.00,0.00,2688502.00,700363.00,71898.00,429996.00,5056163.00,3004581.00,273440.00,3967192.00,91820.00,3774869.00,2740700.00,792332.00,9630.00,147265.00,84943.00,84851.00,15652.00,23594064.00,824500.00,ND,ND,ND,4484864.00,4382346.00,102518.00,489972.00,4781976.00,493.40,4365173.00,61.43
1992:Q3,27904538.00,10188309.00,7899710.00,7186319.00,713391.00,82043.00,34949.00,2171607.00,17716229.00,15504.00,555509.00,2394301.00,381915.00,1629758.00,591312.00,114107.00,676048.00,248291.00,223370.00,86849.00,136521.00,0.00,2772559.00,752857.00,72525.00,439404.00,5192287.00,3007817.00,278423.00,4031401.00,91436.00,3838246.00,2795331.00,801933.00,5834.00,148538.00,86610.00,86039.00,15680.00,23873138.00,848750.00,ND,ND,ND,4544172.00,4441078.00,103094.00,495778.00,4833466.00,493.91,4390988.00,61.10
1992:Q4,28582386.00,10274255.00,7961945.00,7260595.00,701350.00,82840.00,36119.00,2193351.00,18308131.00,15600.00,616505.00,2364216.00,364401.00,1669828.00,633394.00,123316.00,642789.00,270329.00,219884.00,85548.00,134336.00,0.00,3112850.00,801030.00,73152.00,447710.00,5342618.00,2997542.00,282796.00,4111764.00,91891.00,3916883.00,2840356.00,824769.00,14729.00,148753.00,88277.00,87228.00,15762.00,24470622.00,873000.00,ND,ND,ND,4644056.00,4539744.00,104312.00,503001.00,4884216.00,501.01,4420239.00,60.88
1993:Q1,28929419.00,10296827.00,7970477.00,7270793.00,699684.00,83414.00,36428.00,2206508.00,18632592.00,15445.00,591338.00,2322444.00,374139.00,1697266.00,647727.00,106656.00,638464.00,304419.00,233392.00,101060.00,132332.00,0.00,3198127.00,876486.00,74198.00,455971.00,5471510.00,3035823.00,286453.00,4120465.00,92579.00,3922800.00,2854173.00,807262.00,14762.00,155805.00,90798.00,89197.00,15889.00,24808954.00,903000.00,ND,ND,ND,4730531.00,4625511.00,105020.00,509410.00,4940854.00,502.12,4416620.00,60.74
1993:Q2,29264064.00,10410658.00,8053361.00,7354855.00,698506.00,83929.00,37023.00,2236345.00,18853406.00,15352.00,612378.00,2299816.00,363868.00,1693000.00,651693.00,75842.00,635673.00,329792.00,242792.00,112525.00,130267.00,0.00,3208966.00,949268.00,75257.00,465216.00,5571242.00,3066714.00,289537.00,4191389.00,93812.00,3990373.00,2907780.00,818662.00,14830.00,155784.00,93317.00,91189.00,16015.00,25072674.00,933000.00,ND,ND,ND,4819089.00,4713375.00,105714.00,516462.00,4982925.00,503.17,4447075.00,60.46
1993:Q3,29708172.00,10526216.00,8138495.00,7436886.00,701609.00,84401.00,37349.00,2265971.00,19181956.00,14697.00,636695.00,2284297.00,353158.00,1669417.00,634673.00,65677.00,617825.00,351242.00,237823.00,109658.00,128165.00,0.00,3324804.00,1031597.00,76325.00,474964.00,5683776.00,3100597.00,293805.00,4286445.00,93740.00,4083363.00,2957928.00,842668.00,21365.00,165564.00,95838.00,93201.00,16141.00,25421726.00,963000.00,ND,ND,ND,4900504.00,4794301.00,106203.00,523330.00,5007670.00,507.66,4478958.00,60.23
1993:Q4,30241845.00,10651510.00,8225897.00,7520935.00,704962.00,85115.00,38341.00,2302157.00,19590335.00,15757.00,667581.00,2241626.00,361328.00,1737155.00,668515.00,53234.00,596799.00,418607.00,238383.00,112311.00,126072.00,0.00,3478889.00,1082245.00,77396.00,484813.00,5771937.00,3137129.00,296097.00,4384988.00,92952.00,4180554.00,2999034.00,886169.00,23573.00,172697.00,99081.00,95214.00,16268.00,25856857.00,993000.00,ND,ND,ND,4958971.00,4852859.00,106112.00,530770.00,5069477.00,510.05,4521901.00,60.12
1994:Q1,30425028.00,10747237.00,8296338.00,7579634.00,716704.00,86055.00,38743.00,2326101.00,19677791.00,15716.00,639224.00,2245532.00,364255.00,1887155.00,716252.00,118024.00,606111.00,446768.00,240864.00,116793.00,124071.00,0.00,3316875.00,1055369.00,78526.00,490866.00,5843704.00,3200019.00,299686.00,4416722.00,93617.00,4210400.00,3029307.00,883876.00,25143.00,173188.00,98886.00,96305.00,16400.00,26008306.00,1008750.00,ND,ND,ND,5062282.00,4955149.00,107133.00,537848.00,5123106.00,507.67,4550327.00,60.03
1994:Q2,30689006.00,10874854.00,8389128.00,7660464.00,728664.00,86834.00,39304.00,2359588.00,19814152.00,16847.00,632979.00,2213642.00,349851.00,1995785.00,758802.00,144862.00,617724.00,474397.00,236972.00,115032.00,121940.00,0.00,3250488.00,1043163.00,79668.00,497466.00,5933297.00,3261607.00,302387.00,4500285.00,94724.00,4291620.00,3074386.00,918580.00,25786.00,174179.00,98689.00,97408.00,16533.00,26188721.00,1024500.00,ND,ND,ND,5139005.00,5031572.00,107433.00,544318.00,5206218.00,503.03,4586078.00,59.87
1994:Q3,31128086.00,10994724.00,8470821.00,7733047.00,737774.00,87310.00,40082.00,2396511.00,20133362.00,17357.00,623297.00,2229788.00,341323.00,2047081.00,801201.00,163352.00,596863.00,485666.00,235203.00,115420.00,119783.00,0.00,3310075.00,1080637.00,80824.00,514825.00,6049558.00,3296276.00,307118.00,4591663.00,95193.00,4381282.00,3120742.00,959953.00,28984.00,173114.00,98490.00,98523.00,16665.00,26536423.00,1040250.00,ND,ND,ND,5235698.00,5127547.00,108151.00,554120.00,5274536.00,503.10,4612305.00,59.64
1994:Q4,31502173.00,11089861.00,8537120.00,7787920.00,749200.00,87566.00,41038.00,2424137.00,20412312.00,18847.00,636434.00,2217009.00,373265.00,2236574.00,890451.00,212720.00,584451.00,548952.00,232997.00,115745.00,117252.00,0.00,3350509.00,998483.00,81979.00,520348.00,6093038.00,3342078.00,310751.00,4712612.00,96138.00,4500040.00,3165543.00,1021168.00,32285.00,182755.00,98289.00,99637.00,16797.00,26789561.00,1056000.00,ND,ND,ND,5345598.00,5236461.00,109137.00,565141.00,5372994.00,498.60,4622377.00,59.35
1995:Q1,32097820.00,11177547.00,8586457.00,7831295.00,755162.00,88129.00,42266.00,2460695.00,20920273.00,20324.00,613916.00,2264951.00,397785.00,2191485.00,895608.00,182339.00,560617.00,552921.00,236155.00,120958.00,115197.00,0.00,3601795.00,1035576.00,82943.00,532694.00,6237879.00,3386969.00,317800.00,4743331.00,96515.00,4527708.00,3191485.00,1024546.00,34589.00,178836.00,98252.00,102131.00,16977.00,27354489.00,1114000.00,ND,ND,ND,5435775.00,5325714.00,110061.00,572127.00,5450272.00,501.89,4639810.00,59.25
1995:Q2,32743526.00,11275232.00,8659149.00,7900158.00,758991.00,89139.00,42614.00,2484330.00,21468294.00,22461.00,618766.00,2293499.00,425855.00,2142891.00,890370.00,182129.00,530379.00,540014.00,236336.00,123227.00,113109.00,0.00,3850083.00,1101443.00,83918.00,548003.00,6399979.00,3420257.00,324802.00,4837822.00,97003.00,4619011.00,3237688.00,1063126.00,40095.00,179890.00,98213.00,104652.00,17156.00,27905704.00,1172000.00,ND,ND,ND,5487893.00,5377664.00,110229.00,576214.00,5493514.00,507.98,4662470.00,59.02
1995:Q3,33510551.00,11389826.00,8751798.00,7982730.00,769068.00,89696.00,43333.00,2504999.00,22120725.00,22103.00,583461.00,2328200.00,445031.00,2176439.00,880593.00,203118.00,521881.00,570847.00,236531.00,125513.00,111018.00,0.00,4148484.00,1172754.00,84906.00,556706.00,6570004.00,3471633.00,324473.00,4951058.00,96364.00,4730158.00,3289129.00,1109599.00,42581.00,190676.00,98173.00,107200.00,17336.00,28559493.00,1230000.00,ND,ND,ND,5536947.00,5426652.00,110295.00,582901.00,5564849.00,513.21,4693601.00,58.80
1995:Q4,34264742.00,11497298.00,8834680.00,8055095.00,779585.00,90118.00,43235.00,2529265.00,22767444.00,23356.00,586561.00,2344581.00,472090.00,2165245.00,844973.00,227307.00,490640.00,602325.00,254742.00,145523.00,109219.00,0.00,4498259.00,1210218.00,85891.00,566188.00,6714859.00,3517127.00,328327.00,5046900.00,96359.00,4823279.00,3319182.00,1168160.00,50796.00,187007.00,98134.00,109747.00,17515.00,29217842.00,1288000.00,ND,ND,ND,5595261.00,5484719.00,110542.00,588147.00,5621635.00,519.74,4735913.00,58.79
1996:Q1,34968787.00,11636795.00,8940213.00,8152758.00,787455.00,90217.00,43961.00,2562404.00,23331992.00,26021.00,574767.00,2417103.00,510069.00,2175448.00,843611.00,228090.00,490850.00,612897.00,263409.00,156117.00,107292.00,0.00,4680822.00,1285952.00,87626.00,571294.00,6853333.00,3556258.00,329891.00,5109221.00,97616.00,4881847.00,3377527.00,1162207.00,35314.00,207838.00,98962.00,112045.00,17713.00,29859566.00,1332750.00,ND,ND,ND,5661943.00,5550916.00,111027.00,591685.00,5707244.00,523.19,4775231.00,58.57
1996:Q2,35493580.00,11739536.00,9026025.00,8247779.00,778246.00,90251.00,44454.00,2578806.00,23754044.00,27693.00,563834.00,2432027.00,484676.00,2259253.00,839294.00,284672.00,490943.00,644344.00,258588.00,153323.00,105265.00,0.00,4830299.00,1373964.00,89361.00,579766.00,6964680.00,3558263.00,331640.00,5211234.00,99207.00,4979774.00,3430888.00,1196579.00,43517.00,208999.00,99791.00,114342.00,17911.00,30282346.00,1377500.00,ND,ND,ND,5736144.00,5624537.00,111607.00,596989.00,5799819.00,522.13,4816891.00,58.40
1996:Q3,35881823.00,11859069.00,9118103.00,8343931.00,774172.00,90890.00,44910.00,2605166.00,24022754.00,31693.00,552399.00,2466234.00,493299.00,2270930.00,860816.00,320285.00,466634.00,623195.00,255694.00,152501.00,103193.00,0.00,4847812.00,1422429.00,91116.00,594591.00,7087130.00,3573774.00,335653.00,5307513.00,100371.00,5072368.00,3488050.00,1229847.00,44015.00,209827.00,100629.00,116666.00,18108.00,30574309.00,1422250.00,ND,ND,ND,5842593.00,5729791.00,112802.00,607809.00,5871076.00,520.76,4855881.00,58.20
1996:Q4,36323072.00,11985981.00,9221345.00,8429072.00,792273.00,91444.00,45262.00,2627930.00,24337091.00,35469.00,544831.00,2485491.00,498840.00,2282024.00,899121.00,348671.00,455236.00,578996.00,292317.00,191189.00,101128.00,0.00,4756067.00,1450356.00,93226.00,610646.00,7312799.00,3636144.00,338882.00,5409259.00,102440.00,5169783.00,3537293.00,1273878.00,40683.00,216732.00,101198.00,118730.00,18306.00,30913813.00,1467000.00,2430.00,37.00,2393.00,5915668.00,5802316.00,113352.00,615496.00,5941630.00,520.29,4891779.00,58.03
1997:Q1,36759443.00,12172829.00,9377376.00,8507130.00,870246.00,92080.00,46337.00,2657036.00,24586614.00,34112.00,513827.00,2525084.00,535253.00,2247446.00,921348.00,340485.00,442110.00,543503.00,281651.00,182534.00,99117.00,0.00,4755943.00,1468855.00,95069.00,622596.00,7395587.00,3768860.00,342331.00,5452467.00,103523.00,5209477.00,3579572.00,1254175.00,50456.00,223211.00,102064.00,121077.00,18390.00,31306975.00,1532250.00,2639.00,78.00,2561.00,5985848.00,5871522.00,114326.00,624903.00,6027734.00,519.38,4927558.00,57.92
1997:Q2,38305549.00,12311266.00,9503929.00,8621461.00,882468.00,92858.00,47502.00,2666977.00,25994283.00,34459.00,515116.00,2547372.00,517355.00,2198643.00,859481.00,351902.00,444727.00,542533.00,297645.00,200361.00,97284.00,0.00,5620269.00,1646651.00,96933.00,640193.00,7711686.00,3822055.00,345906.00,5552913.00,106529.00,5304462.00,3631000.00,1278038.00,58672.00,233812.00,102940.00,123449.00,18473.00,32752636.00,1597500.00,2856.00,128.00,2728.00,6060222.00,5944859.00,115363.00,634006.00,6094275.00,537.43,4990461.00,57.88
1997:Q3,39521174.00,12475749.00,9643325.00,8730925.00,912400.00,93923.00,48470.00,2690031.00,27045425.00,36014.00,480272.00,2608369.00,544177.00,2168812.00,831778.00,354882.00,438863.00,543289.00,298819.00,203266.00,95553.00,0.00,6117313.00,1813166.00,98816.00,657230.00,7976685.00,3894272.00,351480.00,5662792.00,107244.00,5411144.00,3716020.00,1305805.00,34233.00,251261.00,103825.00,125847.00,18557.00,33858382.00,1662750.00,3080.00,194.00,2886.00,6155648.00,6038869.00,116779.00,644878.00,6182668.00,547.63,5014905.00,57.44
1997:Q4,40087375.00,12688382.00,9826911.00,8854886.00,972025.00,94610.00,48876.00,2717985.00,27398993.00,37179.00,503866.00,2621264.00,568633.00,2160938.00,801718.00,397986.00,444226.00,517008.00,314609.00,221155.00,93454.00,0.00,6191067.00,1831257.00,100700.00,664963.00,8034651.00,4018320.00,351547.00,5763193.00,109571.00,5506736.00,3753196.00,1344165.00,50518.00,254148.00,104710.00,128245.00,18641.00,34324182.00,1728000.00,3290.00,247.00,3043.00,6247443.00,6129336.00,118107.00,656452.00,6290720.00,545.63,5101690.00,57.61
